number,opened_at,priority,state,assignment_group,assignee,cmdb_ci_class,short_description,ttc_hours,closed_at,sla_breach
INC100188,2025-10-07,4 - Low,Closed,HR Tech,user211,cmdb_ci_app,Application error 500,8.246977067352145,2025-10-07 08:14:49.117442467,0
INC100189,2025-04-08,4 - Low,Resolved,IT Support,user437,cmdb_ci_db_instance,Password reset requested,7.760407874299305,2025-04-08 07:45:37.468347477,0
INC100190,2025-07-17,4 - Low,In Progress,IT Support,user545,cmdb_ci_app,VPN unstable,13.264062159108974,2025-07-17 13:15:50.623772792,0
INC100191,2025-08-28,3 - Moderate,Closed,Network,user199,cmdb_ci_app,Network latency issues,1.991247317847732,2025-08-28 01:59:28.490344251,0
INC100192,2025-05-24,3 - Moderate,Closed,App Dev,user356,cmdb_ci_db_instance,Slow database performance,16.052399223282126,2025-05-24 16:03:08.637203815,0
INC100193,2025-04-07,4 - Low,In Progress,App Dev,user022,cmdb_ci_db_instance,Email down,34.23913529495724,2025-04-08 10:14:20.887061846,1
INC100194,2025-07-20,3 - Moderate,In Progress,App Dev,user570,cmdb_ci_db_instance,Network latency issues,7.123685966990832,2025-07-20 07:07:25.269481166,0
INC100195,2025-05-04,2 - High,Resolved,IT Support,user459,cmdb_ci_server,Network latency issues,6.327648282819387,2025-05-04 06:19:39.533818149,0
INC100196,2025-07-06,4 - Low,Closed,IT Support,user444,cmdb_ci_db_instance,Email down,6.791802054286519,2025-07-06 06:47:30.487395431,0
INC100197,2025-09-16,4 - Low,New,App Dev,user469,cmdb_ci_app,Application error 500,8.041794036187031,2025-09-16 08:02:30.458530273,0
INC100198,2025-05-28,3 - Moderate,Resolved,IT Support,user328,cmdb_ci_app,Slow database performance,5.954578389178879,2025-05-28 05:57:16.482201043,0
INC100199,2025-09-09,4 - Low,Closed,App Dev,user461,cmdb_ci_network,User cannot access ServiceNow,1.0985603959825312,2025-09-09 01:05:54.817425537,0
INC100200,2025-05-27,2 - High,Closed,Network,user229,cmdb_ci_app,Email down,6.679783890290276,2025-05-27 06:40:47.222005044,0
INC100201,2025-05-28,4 - Low,Resolved,Security,user545,cmdb_ci_network,Network latency issues,8.395492466943484,2025-05-28 08:23:43.772880996,0
INC100202,2025-07-18,3 - Moderate,Closed,Security,user194,cmdb_ci_server,Password reset requested,17.19658023363038,,0
INC100203,2025-05-08,3 - Moderate,In Progress,Security,user393,cmdb_ci_db_instance,Slow database performance,3.389281000892594,2025-05-08 03:23:21.411603213,0
INC100204,2025-02-08,4 - Low,In Progress,Security,user461,cmdb_ci_db_instance,User cannot access ServiceNow,21.73052663775708,2025-02-08 21:43:49.895895925,0
INC100205,2025-05-09,4 - Low,In Progress,Network,user282,cmdb_ci_network,User cannot access ServiceNow,5.643595369785893,,0
INC100206,2025-09-24,4 - Low,New,IT Support,user567,cmdb_ci_server,User cannot access ServiceNow,3.750861051956316,2025-09-24 03:45:03.099787042,0
INC100207,2025-05-31,4 - Low,In Progress,Network,user367,cmdb_ci_network,Network latency issues,11.887376827380615,2025-05-31 11:53:14.556578570,0
INC100208,2025-10-25,1 - Critical,In Progress,HR Tech,user180,cmdb_ci_db_instance,Laptop will not boot,5.147863118025343,2025-10-25 05:08:52.307224891,0
INC100209,2025-04-09,2 - High,Resolved,IT Support,user393,cmdb_ci_app,Network latency issues,7.225533532029644,2025-04-09 07:13:31.920715306,0
INC100210,2025-09-20,4 - Low,In Progress,App Dev,user253,cmdb_ci_db_instance,Application error 500,7.593515022813198,2025-09-20 07:35:36.654082127,0
INC100211,2025-09-09,4 - Low,Resolved,HR Tech,user249,cmdb_ci_server,Password reset requested,11.42892346840483,2025-09-09 11:25:44.124486257,0
INC100212,2025-05-24,3 - Moderate,In Progress,HR Tech,user135,cmdb_ci_server,Email down,7.0676915149431885,,0
INC100213,2025-04-22,1 - Critical,In Progress,Network,user313,cmdb_ci_network,Password reset requested,6.502816313371544,2025-04-22 06:30:10.138728137,0
INC100214,2025-03-01,3 - Moderate,In Progress,HR Tech,user185,cmdb_ci_db_instance,Slow database performance,5.529840044504671,2025-03-01 05:31:47.424160216,0
INC100215,2025-01-02,3 - Moderate,In Progress,Network,user119,cmdb_ci_server,Network latency issues,10.65753085527155,2025-01-02 10:39:27.111078977,0
INC100216,2025-09-11,4 - Low,In Progress,HR Tech,user329,cmdb_ci_db_instance,Password reset requested,4.936900961320902,2025-09-11 04:56:12.843460755,0
INC100217,2025-05-20,1 - Critical,In Progress,Network,user563,cmdb_ci_db_instance,Network latency issues,17.570916241180722,2025-05-20 17:34:15.298468250,1
INC100218,2025-02-06,2 - High,Resolved,IT Support,user303,cmdb_ci_network,Application error 500,7.6555339573735806,,0
INC100219,2025-06-09,4 - Low,In Progress,HR Tech,user084,cmdb_ci_app,Email down,1.5327917453741144,2025-06-09 01:31:58.050283346,0
INC100220,2025-01-09,2 - High,In Progress,Network,user438,cmdb_ci_db_instance,Password reset requested,9.29046540448066,2025-01-09 09:17:25.675456130,0
INC100221,2025-08-21,4 - Low,New,Security,user463,cmdb_ci_db_instance,User cannot access ServiceNow,10.380133421759435,2025-08-21 10:22:48.480318333,0
INC100222,2025-04-09,3 - Moderate,Closed,Security,user312,cmdb_ci_app,Password reset requested,17.70002178694611,2025-04-09 17:42:00.078433006,0
INC100223,2025-05-27,3 - Moderate,In Progress,HR Tech,user543,cmdb_ci_network,VPN unstable,4.117041838291624,2025-05-27 04:07:01.350617849,0
INC100224,2025-07-27,1 - Critical,In Progress,Network,user324,cmdb_ci_app,Slow database performance,3.627213347456748,2025-07-27 03:37:37.968050844,0
INC100225,2025-05-11,2 - High,In Progress,IT Support,user190,cmdb_ci_db_instance,Application error 500,11.688956165612634,,0
INC100226,2025-06-01,3 - Moderate,Closed,HR Tech,user572,cmdb_ci_network,Email down,15.839249743453976,2025-06-01 15:50:21.299076434,0
INC100227,2025-02-23,4 - Low,On Hold,IT Support,user421,cmdb_ci_app,User cannot access ServiceNow,3.9814580732630223,2025-02-23 03:58:53.249063746,0
INC100228,2025-04-30,3 - Moderate,In Progress,Network,user257,cmdb_ci_network,User cannot access ServiceNow,9.055456260706578,2025-04-30 09:03:19.642538543,0
INC100229,2025-06-10,1 - Critical,Resolved,Security,user297,cmdb_ci_server,Network latency issues,7.158034389001865,2025-06-10 07:09:28.923800406,0
INC100230,2025-04-26,4 - Low,Resolved,Network,user428,cmdb_ci_network,Password reset requested,4.099978925112665,2025-04-26 04:05:59.924130405,0
INC100231,2025-03-16,1 - Critical,New,IT Support,user155,cmdb_ci_db_instance,VPN unstable,6.850509166522547,,0
INC100232,2025-04-23,4 - Low,In Progress,Security,user200,cmdb_ci_server,User cannot access ServiceNow,15.106312533263925,2025-04-23 15:06:22.725119750,0
INC100233,2025-04-14,2 - High,Canceled,HR Tech,user338,cmdb_ci_db_instance,Slow database performance,7.679360437980636,2025-04-14 07:40:45.697576730,0
INC100234,2025-09-11,3 - Moderate,On Hold,Security,user279,cmdb_ci_network,Application error 500,6.583548386580096,,0
INC100235,2025-08-15,1 - Critical,In Progress,HR Tech,user553,cmdb_ci_app,VPN unstable,11.27531707318702,2025-08-15 11:16:31.141463473,0
INC100236,2025-04-22,3 - Moderate,In Progress,HR Tech,user255,cmdb_ci_network,Slow database performance,16.014349905111665,,0
INC100237,2025-04-09,3 - Moderate,Closed,Security,user477,cmdb_ci_network,Laptop will not boot,3.337766078259228,,0
INC100238,2025-06-02,3 - Moderate,In Progress,Security,user464,cmdb_ci_app,Network latency issues,9.320324212795905,2025-06-02 09:19:13.167166065,0
INC100239,2025-07-13,1 - Critical,In Progress,IT Support,user434,cmdb_ci_network,Email down,5.67173080347873,,0
INC100240,2025-06-12,4 - Low,In Progress,Security,user505,cmdb_ci_app,Application error 500,7.704310200757957,2025-06-12 07:42:15.516722728,0
INC100241,2025-07-27,4 - Low,In Progress,App Dev,user202,cmdb_ci_db_instance,Email down,11.884541534243874,2025-07-27 11:53:04.349523277,0
INC100242,2025-06-18,3 - Moderate,Canceled,Security,user465,cmdb_ci_server,Network latency issues,6.023668539465314,2025-06-18 06:01:25.206742075,0
INC100243,2025-06-10,3 - Moderate,In Progress,IT Support,user534,cmdb_ci_db_instance,Slow database performance,7.02799326966709,,0
INC100244,2025-03-09,3 - Moderate,On Hold,App Dev,user040,cmdb_ci_server,Password reset requested,14.29910555944348,2025-03-09 14:17:56.780013996,0
INC100245,2025-10-16,2 - High,In Progress,App Dev,user130,cmdb_ci_app,Password reset requested,10.2068634332356,2025-10-16 10:12:24.708359648,0
INC100246,2025-10-04,4 - Low,Resolved,Network,user414,cmdb_ci_server,Laptop will not boot,6.910741199844717,2025-10-04 06:54:38.668319440,0
INC100247,2025-05-15,2 - High,In Progress,App Dev,user172,cmdb_ci_db_instance,Password reset requested,8.256167488581013,2025-05-15 08:15:22.202958891,0
INC100248,2025-07-14,3 - Moderate,Resolved,HR Tech,user231,cmdb_ci_network,User cannot access ServiceNow,7.827696319582388,2025-07-14 07:49:39.706750496,0
INC100249,2025-05-08,3 - Moderate,In Progress,IT Support,user237,cmdb_ci_network,Email down,1.416430142903164,2025-05-08 01:24:59.148514451,0
INC100250,2025-02-02,3 - Moderate,Resolved,Network,user595,cmdb_ci_db_instance,Email down,8.356920272380034,2025-02-02 08:21:24.912980568,0
INC100251,2025-06-25,4 - Low,On Hold,Security,user010,cmdb_ci_app,User cannot access ServiceNow,2.453543363825252,2025-06-25 02:27:12.756109770,0
INC100252,2025-01-22,2 - High,In Progress,App Dev,user084,cmdb_ci_db_instance,Email down,15.72181280099414,2025-01-22 15:43:18.526083578,1
INC100253,2025-08-26,3 - Moderate,Resolved,Network,user447,cmdb_ci_network,Password reset requested,2.4003746035611893,2025-08-26 02:24:01.348572820,0
INC100254,2025-06-07,3 - Moderate,In Progress,HR Tech,user379,cmdb_ci_server,Network latency issues,5.456063720632264,,0
INC100255,2025-02-07,1 - Critical,Closed,Network,user045,cmdb_ci_server,Slow database performance,4.678572632881952,2025-02-07 04:40:42.861478375,0
INC100256,2025-08-18,3 - Moderate,On Hold,HR Tech,user502,cmdb_ci_app,Laptop will not boot,19.598614818322865,2025-08-18 19:35:55.013345962,0
INC100257,2025-02-20,4 - Low,Closed,Network,user040,cmdb_ci_app,Password reset requested,15.294943373884712,2025-02-20 15:17:41.796145984,0
INC100258,2025-09-21,3 - Moderate,In Progress,Network,user400,cmdb_ci_server,Slow database performance,0.6581897402716647,2025-09-21 00:39:29.483064977,0
INC100259,2025-10-10,3 - Moderate,In Progress,Security,user360,cmdb_ci_network,Slow database performance,7.401041369882068,2025-10-10 07:24:03.748931575,0
INC100260,2025-01-27,3 - Moderate,In Progress,Security,user240,cmdb_ci_server,Slow database performance,2.8637985058449456,2025-01-27 02:51:49.674621041,0
INC100261,2025-08-14,3 - Moderate,In Progress,Security,user397,cmdb_ci_db_instance,Application error 500,8.379485864246973,2025-08-14 08:22:46.149111289,0
INC100262,2025-10-04,4 - Low,In Progress,Network,user480,cmdb_ci_server,Email down,11.702246220758312,2025-10-04 11:42:08.086394729,0
INC100263,2025-10-13,2 - High,In Progress,App Dev,user562,cmdb_ci_db_instance,Slow database performance,8.887931018850908,2025-10-13 08:53:16.551667863,0
INC100264,2025-04-07,3 - Moderate,Closed,Network,user157,cmdb_ci_db_instance,Slow database performance,12.1845607040888,2025-04-07 12:11:04.418534719,0
INC100265,2025-10-11,3 - Moderate,Resolved,Security,user225,cmdb_ci_network,Slow database performance,6.148124381789714,2025-10-11 06:08:53.247774442,0
INC100266,2025-05-27,2 - High,On Hold,Network,user168,cmdb_ci_db_instance,Laptop will not boot,9.08853468526126,2025-05-27 09:05:18.724866940,0
INC100267,2025-01-04,4 - Low,Closed,App Dev,user516,cmdb_ci_db_instance,User cannot access ServiceNow,11.894582631342734,2025-01-04 11:53:40.497472833,0
INC100268,2025-02-04,1 - Critical,In Progress,HR Tech,user519,cmdb_ci_app,Email down,5.295254303027233,2025-02-04 05:17:42.915490898,0
INC100269,2025-07-11,2 - High,Closed,IT Support,user549,cmdb_ci_db_instance,Application error 500,3.7050132673526552,2025-07-11 03:42:18.047762469,0
INC100270,2025-02-18,3 - Moderate,On Hold,Security,user587,cmdb_ci_db_instance,Email down,4.474372040226122,,0
INC100271,2025-01-17,2 - High,In Progress,Network,user187,cmdb_ci_db_instance,Password reset requested,6.841958020737426,2025-01-17 06:50:31.048874654,0
INC100272,2025-06-21,3 - Moderate,Closed,App Dev,user562,cmdb_ci_db_instance,Email down,7.5490954082703325,2025-06-21 07:32:56.743469773,0
INC100273,2025-08-08,4 - Low,On Hold,Security,user157,cmdb_ci_network,Email down,9.45933943358107,,0
INC100274,2025-06-07,2 - High,Resolved,Security,user439,cmdb_ci_server,Laptop will not boot,4.119641723487167,2025-06-07 04:07:10.710204553,0
INC100275,2025-02-15,2 - High,Closed,HR Tech,user195,cmdb_ci_server,VPN unstable,12.126889746966055,,1
INC100276,2025-01-06,2 - High,Closed,IT Support,user480,cmdb_ci_server,Laptop will not boot,22.48067072769297,2025-01-06 22:28:50.414619694,1
INC100277,2025-04-09,2 - High,Closed,Network,user030,cmdb_ci_db_instance,User cannot access ServiceNow,4.706615804062035,,0
INC100278,2025-08-21,2 - High,In Progress,Network,user404,cmdb_ci_app,User cannot access ServiceNow,30.487057864517613,2025-08-22 06:29:13.408312263,1
INC100279,2025-02-06,4 - Low,Resolved,Security,user067,cmdb_ci_app,VPN unstable,24.400052653455088,2025-02-07 00:24:00.189552438,1
INC100280,2025-10-07,4 - Low,In Progress,App Dev,user573,cmdb_ci_db_instance,Application error 500,7.531782096170458,2025-10-07 07:31:54.415546213,0
INC100281,2025-06-30,1 - Critical,Closed,Security,user300,cmdb_ci_network,Email down,6.691064616434814,,0
INC100282,2025-04-05,4 - Low,In Progress,HR Tech,user568,cmdb_ci_app,VPN unstable,4.42236492386562,2025-04-05 04:25:20.513725916,0
INC100283,2025-04-09,1 - Critical,On Hold,IT Support,user079,cmdb_ci_network,Email down,13.333923966407342,2025-04-09 13:20:02.126279066,1
INC100284,2025-07-07,3 - Moderate,Closed,HR Tech,user169,cmdb_ci_server,Slow database performance,7.903596268048791,2025-07-07 07:54:12.946564975,0
INC100285,2025-04-26,2 - High,Closed,App Dev,user138,cmdb_ci_server,VPN unstable,8.512052491839146,2025-04-26 08:30:43.388970620,0
INC100286,2025-07-10,1 - Critical,Closed,Network,user015,cmdb_ci_app,VPN unstable,3.772388716367868,,0
INC100287,2025-09-10,4 - Low,In Progress,App Dev,user482,cmdb_ci_app,VPN unstable,13.584625111323987,,0
INC100288,2025-06-10,3 - Moderate,In Progress,HR Tech,user051,cmdb_ci_db_instance,Email down,6.299360118668584,2025-06-10 06:17:57.696427206,0
INC100289,2025-09-13,3 - Moderate,Closed,Network,user121,cmdb_ci_network,Slow database performance,3.0586462455411594,2025-09-13 03:03:31.126483948,0
INC100290,2025-05-08,3 - Moderate,On Hold,IT Support,user066,cmdb_ci_server,Network latency issues,7.105243923231853,2025-05-08 07:06:18.878123634,0
INC100291,2025-01-18,1 - Critical,Closed,Security,user026,cmdb_ci_app,Email down,3.981753260011764,2025-01-18 03:58:54.311736042,0
INC100292,2025-10-08,3 - Moderate,Resolved,IT Support,user286,cmdb_ci_network,VPN unstable,17.71659118250807,2025-10-08 17:42:59.728257029,0
INC100293,2025-08-11,4 - Low,Closed,Security,user055,cmdb_ci_app,User cannot access ServiceNow,24.199424357349564,2025-08-12 00:11:57.927686458,1
INC100294,2025-02-23,1 - Critical,Resolved,IT Support,user024,cmdb_ci_db_instance,Slow database performance,7.254779480313139,2025-02-23 07:15:17.206129127,0
INC100295,2025-02-27,3 - Moderate,Closed,Network,user214,cmdb_ci_network,Laptop will not boot,15.019054022036782,2025-02-27 15:01:08.594479332,0
INC100296,2025-06-23,3 - Moderate,In Progress,Network,user062,cmdb_ci_server,VPN unstable,14.77700927353792,2025-06-23 14:46:37.233384736,0
INC100297,2025-10-07,3 - Moderate,Closed,Network,user052,cmdb_ci_app,Laptop will not boot,0.1625720706238244,2025-10-07 00:09:45.259454245,0
INC100298,2025-04-24,3 - Moderate,In Progress,Security,user334,cmdb_ci_network,Application error 500,4.480030963498441,2025-04-24 04:28:48.111468594,0
INC100299,2025-10-15,3 - Moderate,New,Network,user052,cmdb_ci_db_instance,User cannot access ServiceNow,8.154852173104196,2025-10-15 08:09:17.467823175,0
INC100300,2025-05-31,4 - Low,Resolved,App Dev,user299,cmdb_ci_network,Network latency issues,5.4030807232314295,2025-05-31 05:24:11.090603633,0
INC100301,2025-05-07,3 - Moderate,Resolved,Security,user322,cmdb_ci_db_instance,Slow database performance,4.1992505012173424,2025-05-07 04:11:57.301804382,0
INC100302,2025-06-04,3 - Moderate,Resolved,Network,user327,cmdb_ci_app,Application error 500,15.42567277347782,,0
INC100303,2025-09-30,3 - Moderate,In Progress,Network,user015,cmdb_ci_db_instance,Password reset requested,5.238563913786859,2025-09-30 05:14:18.830089632,0
INC100304,2025-04-14,3 - Moderate,Resolved,IT Support,user331,cmdb_ci_server,VPN unstable,9.476726181787186,2025-04-14 09:28:36.214254433,0
INC100305,2025-10-26,3 - Moderate,Closed,App Dev,user596,cmdb_ci_network,Network latency issues,14.55722038221221,2025-10-26 14:33:25.993375963,0
INC100306,2025-09-03,3 - Moderate,Resolved,App Dev,user306,cmdb_ci_server,Network latency issues,18.38868333769088,2025-09-03 18:23:19.260015687,0
INC100307,2025-06-25,3 - Moderate,In Progress,Security,user041,cmdb_ci_app,Password reset requested,3.0722850953781564,2025-06-25 03:04:20.226343361,0
INC100308,2025-02-08,3 - Moderate,Resolved,App Dev,user060,cmdb_ci_server,Email down,3.3138333532246653,,0
INC100309,2025-06-19,2 - High,Closed,Network,user289,cmdb_ci_server,User cannot access ServiceNow,8.758511276278355,2025-06-19 08:45:30.640594602,0
INC100310,2025-09-04,3 - Moderate,Closed,Security,user468,cmdb_ci_network,Application error 500,1.0810456396427557,2025-09-04 01:04:51.764302713,0
INC100311,2025-01-26,4 - Low,New,HR Tech,user378,cmdb_ci_server,Laptop will not boot,3.4559775213882227,2025-01-26 03:27:21.519076997,0
INC100312,2025-01-13,4 - Low,In Progress,IT Support,user192,cmdb_ci_network,Password reset requested,16.531998745715725,2025-01-13 16:31:55.195484576,0
INC100313,2025-02-05,4 - Low,New,IT Support,user394,cmdb_ci_app,Password reset requested,11.504764635574068,2025-02-05 11:30:17.152688066,0
INC100314,2025-06-22,3 - Moderate,On Hold,HR Tech,user352,cmdb_ci_server,VPN unstable,6.841894240681872,2025-06-22 06:50:30.819266454,0
INC100315,2025-01-20,2 - High,In Progress,Security,user315,cmdb_ci_network,User cannot access ServiceNow,10.37252122998967,2025-01-20 10:22:21.076427962,0
INC100316,2025-09-21,3 - Moderate,Resolved,HR Tech,user140,cmdb_ci_db_instance,Slow database performance,12.039682070061716,,0
INC100317,2025-05-22,2 - High,Resolved,App Dev,user570,cmdb_ci_network,VPN unstable,2.1896551574170635,2025-05-22 02:11:22.758566701,0
INC100318,2025-05-23,4 - Low,In Progress,Network,user217,cmdb_ci_server,VPN unstable,5.16577325735859,2025-05-23 05:09:56.783726490,0
INC100319,2025-04-02,2 - High,In Progress,HR Tech,user009,cmdb_ci_server,Email down,17.983724748704226,2025-04-02 17:59:01.409095335,1
